ID,대출등급,대출금액,총상환원금,총상환이자,이자/대출,원금/대출,대출대비소득비율,대출기간,근로기간,주택소유상태,총계좌수,대출목적
TRAIN_00006,0,-0.9565217391304348,-0.6953862454247737,-0.5524793388429752,-0.32851615221157776,-0.47753319984399534,-0.8586956521739132,0,9,1,1,11
TRAIN_00008,0,-0.5043478260869565,-0.22978873691645796,-0.04741046831955923,0.37608320709260995,-0.00840714783495659,0.04473684210526313,0,10,2,0,4
TRAIN_00010,2,0.23043478260869565,0.16661850638926348,2.8378512396694213,2.816577275885332,-0.16306590199222207,0.7480000000000001,1,1,3,0,1
TRAIN_00012,2,0.6086956521739131,-0.16759776536312848,1.3455371900826447,0.7523004521721041,-0.5401593317235851,0.2626050420168066,1,7,1,1,1
TRAIN_00016,0,1.826086956521739,1.598327233031529,4.799173553719008,1.8423401383698639,-0.021581113375251804,0.625,1,10,1,1,1
TRAIN_00022,0,-0.34782608695652173,-0.4620657548320812,0.12953168044077135,0.45305612086917246,-0.49078798092808384,-0.09615384615384615,1,1,1,2,1
TRAIN_00023,0,0.08695652173913043,0.29090412894111606,1.4193112947658402,1.5288451765551245,0.03494647773306795,1.2500000000000002,1,10,2,1,1
TRAIN_00024,3,0.28043478260869564,-0.09424966287805818,2.308099173553719,2.1361068130603513,-0.3936482993927339,0.7764705882352942,1,7,3,2,0
TRAIN_00026,0,-0.5608695652173913,-0.532636614653567,-0.4630027548209366,-0.5000683354157985,-0.4691144513625231,0.9071428571428571,0,2,2,1,3
TRAIN_00028,1,1.3804347826086956,0.70813266551082,2.9736914600550963,1.2233727050330008,-0.2651535650975705,1.7483440108392017,1,10,3,1,3
TRAIN_00029,1,0.5826086956521739,0.2187921402427278,1.8972727272727272,1.2574840894319461,-0.28230377369758697,0.2463855421686747,1,1,3,1,1
TRAIN_00031,0,-0.48695652173913045,0.10026969755345791,0.10608815426997245,0.6733535191659041,0.49965734830782477,-0.6570588235294119,0,7,3,1,1
TRAIN_00047,0,1.0782608695652174,0.11285558338149361,1.3208539944903581,0.3836737140879018,-0.4798545102790834,0.8619999999999999,1,5,3,1,1
TRAIN_00053,0,0.34782608695652173,0.12569832402234637,1.4477961432506887,1.141299252210238,-0.25250289282875255,0.1899999999999999,1,7,1,1,1
TRAIN_00055,0,-0.7913043478260869,-0.6293745585307905,-0.4975206611570248,-0.3741959687089205,-0.47748750132721757,-0.9875000000000002,0,10,3,1,1
TRAIN_00063,1,-0.55,-0.01984203429011751,0.2892286501377411,1.2583067301848474,0.4250052894440668,0.23548387096774193,0,1,3,0,1
TRAIN_00064,0,0.9565217391304348,0.9132312335452386,3.3080716253443527,1.891594515315468,-0.021568730551350803,0.24044623960413747,1,10,1,4,1
TRAIN_00073,0,-0.34782608695652173,-0.10911513516984525,0.8750413223140496,1.7963405496502935,-0.014352639923010523,-0.15909090909090912,1,10,2,1,10
TRAIN_00074,0,0.12173913043478261,0.25638926346882424,0.5484848484848485,0.4451186664371747,-0.02079649262443043,1.3900000000000001,0,10,1,3,1
TRAIN_00075,2,-0.43478260869565216,-0.22933924099402814,0.21851239669421488,0.7890399280810771,-0.09110998164501918,-0.04999999999999999,0,1,3,0,1
TRAIN_00086,0,0.5217391304347826,1.2818178899377126,1.4136363636363636,0.8996428478569687,0.45840964594241196,-0.15909090909090912,0,6,1,2,1
TRAIN_00090,1,-0.34782608695652173,-0.7995890322994927,-0.658870523415978,-0.9675135734360115,-0.9463985078375564,-0.3269230769230769,1,9,3,1,1
TRAIN_00092,3,1.1217391304347826,-0.4557246516406601,0.915206611570248,0.08684527287730688,-0.7738445472683826,1.0296610169491527,1,0,1,1,1
TRAIN_00093,0,1.6521739130434783,-0.7995890322994927,-0.658870523415978,-0.9675135734360115,-0.9463985078375564,0.6630434782608694,1,10,1,1,1
TRAIN_00094,0,0.5217391304347826,0.2285044628523727,1.628099173553719,1.0928560116671273,-0.2525053006000666,0.9722222222222221,1,10,2,0,3
TRAIN_00097,1,-0.2782608695652174,-0.43849932575611633,-0.2508264462809917,-0.2867472891866076,-0.49508183977155173,0.9099999999999999,0,2,3,0,1
TRAIN_00102,1,0.6956521739130435,-0.4345501830090541,0.2603305785123967,-0.21467377232039733,-0.7224199591099703,0.9033442088091355,1,10,1,5,3
